publisher,book_summary,isbn,subcategory,title,country,price,writer,book_image_path,maincategory,publish_date,evaluation,categoryid
민음사,"노벨문학상 수상 이후 처음으로 발표하는 거장 가즈오 이시구로의 장편소설. 인간 소녀 조시와 그녀의 동반자가 된 인공지능 로봇 클라라 두 존재가 그려내는 가슴 저미는 슬픔과 사랑, 그리고 대가를 바라지 않는 헌신의 이야기를 담았다.",8937417561,영미소설,"클라라와 태양",국내도서,17000,"가즈오 이시구로 (지은이), 홍한별 (옮긴이)",https://image.aladin.co.kr/product/26722/1/cover/8937417561_1.jpg,소설/시/희곡,2021-03-29,9,50919
문학동네,"한국문학과 독자를 잇는 단단한 가교 역할을 하며 지금의 한국문학장을 생기롭게 만드는 젊은작가상이 올해로 12회를 맞았다. 해를 거듭할수록 젊은작가상을 향한 관심과 응원이 뜨거워지는 만큼 상이 지닌 무게를 깊이 헤아리게 되는 올해, 젊은작가상에 이름을 올린 수상 작가는 전하영 김멜라 김지연 김혜진 박서련 서이제 한정현이다.",8954678408,한국소설,"2021 제12회 젊은작가상 수상작품집",국내도서,5500,"전하영, 김멜라, 김지연, 김혜진, 박서련, 서이제, 한정현 (지은이)",https://image.aladin.co.kr/product/26855/25/cover/8954678408_1.jpg,소설/시/희곡,2021-04-07,10,50993
레인보우퍼블릭북스,"&lt;순수의 시대&gt;로 여성 최초로 퓰리처상을 받은 이디스 워튼은 문학 작품뿐만 아니라 유령과 영혼, 사후세계 등에 관한 고딕소설을 통해서도 탁월한 글솜씨를 유감없이 발휘한다. 책에는 선명하고 잘 짜인 전개 과정에 혼령과 사후세계 등 초자연적인 현상을 다룬 8개의 단편이 수록되었다.",K912730880,영미소설,"이디스 워튼의 환상 이야기",국내도서,15000,"이디스 워튼 (지은이), 성소희 (옮긴이)",https://image.aladin.co.kr/product/26675/66/cover/k912730880_1.jpg,소설/시/희곡,2021-03-12,9,50919
비채,"《여름은 오래 그곳에 남아》의 작가 마쓰이에 마사시의 신작. 홋카이도에 위치한 가상의 작은 마을 ‘에다루’에 터를 잡고 사는 ‘소에지마’ 가족 3대와 그 곁을 지키는 네 마리의 홋카이도견 그리고 그 주변 사람들의 이야기를 담은 소설이다.",8934990066,일본소설,"우리는 모두 집으로 돌아간다",국내도서,15500,"마쓰이에 마사시 (지은이), 송태욱 (옮긴이)",https://image.aladin.co.kr/product/26838/73/cover/8934990066_1.jpg,소설/시/희곡,2021-04-02,10,50998
레모,"1981년 출간된 아니 에르노의 세 번째 작품으로, 작가 스스로 소설로 명명한 마지막 작품이다. 따라서 아니 에르노 문학 세계의 전환점이라고 말할 수 있다. 아니 에르노는 현실을 변형하는 소설만이 문학이라 여기며, 자신의 경험을 의도적으로 소설의 소재로 사용했다.",K472730291,프랑스소설,"얼어붙은 여자",국내도서,16500,"아니 에르노 (지은이), 김계영, 고광식 (옮긴이)",https://image.aladin.co.kr/product/26820/18/cover/k472730291_2.jpg,소설/시/희곡,2021-03-09,10,50921
다산책방,"장편소설 『외규장각 도서의 비밀』의 조완선 작가가 우리의 현실에 밀착한 사회 미스터리 신작 장편소설. 부정부패와 비리를 일삼는 는 정치인, 기업인, 공직자 들을 엄벌하려는 대한민국 초유의 집행관들이 부정한 사회를 바라보는 독자들의 뜨거운 분노를 통쾌한 카타르시스로 바꿔놓는다.",K222738731,한국소설,집행관들,국내도서,16000,"조완선 (지은이)",https://image.aladin.co.kr/product/26538/94/cover/k222738731_1.jpg,소설/시/희곡,2021-02-23,10,50993
시간의흐름,"말들의 흐름 시리즈 일곱 번째 책. 편혜영, 조해진, 김나영, 한유주, 이주란, 이장욱, 이렇게 여섯 작가의 입담을 모은 앤솔러지이다. 이 책은 당신을 초대했고, 술을 빌려 말함으로써, 녹록지 않은 당신의 일상에서 숭고함을 요구하지 않는다. 그저 당신에게 아무렇지 않은 농담을 건넨다.",K772730391,한국에세이,"술과 농담",국내도서,16000,"편혜영, 조해진, 김나영, 한유주, 이주란, 이장욱 (지은이)",https://image.aladin.co.kr/product/26838/67/cover/k772730391_1.jpg,에세이,2021-04-01,10,51371
비채,"《미니어처리스트》와 《뮤즈》로 밀리언셀러를 기록하며 우리 시대에 또 한 명의 재능 넘치는 스토리텔러가 탄생했음을 증명한 제시 버튼. 런던과 뉴욕을 배경으로 삼십 년이라는 시차를 넘나들며 펼쳐지는 고혹적 이야기가 눈길을 사로잡는다.",8934991542,영미소설,"컨페션 - 두 개의 고백 하나의 진실",국내도서,14800,"제시 버튼 (지은이), 이나경 (옮긴이)",https://image.aladin.co.kr/product/26838/82/cover/8934991542_1.jpg,소설/시/희곡,2021-04-05,10,50919
피니스아프리카에,"에드거 상 후보작. 세계대전을 배경으로 한 일련의 작품 중 첫 번째 작품으로, 팔리를 주변으로 한 켄트의 시골 마을에 거주하는 인물들 가운데에서 독일에 협조하는 배신자를 찾아내는 흥미진진한 이야기이다.",K882730394,영미소설,"팔리 들판에서",국내도서,14800,"리스 보엔 (지은이), 정서진 (옮긴이)",https://image.aladin.co.kr/product/26844/42/cover/k882730394_1.jpg,소설/시/희곡,2021-04-01,0,50919
창비,"2017년 인터내셔널 부커상 최종후보에 오르고 셜리잭슨상 중편 부문을 수상한 아르헨티나 작가 사만타 슈웨블린의 대표작. 환경재앙을 섬뜩하고 독창적인 방식으로 그려낸 이 작품은 현재 우리가 직면한 기후재난과 감염병 창궐이라는 위기에 더욱 의미심장하게 다가올 것이다.",8936478532,스페인/중남미소설,"피버 드림",국내도서,14000,"사만타 슈웨블린 (지은이), 조혜진 (옮긴이)",https://image.aladin.co.kr/product/26684/86/cover/8936478532_1.jpg,소설/시/희곡,2021-03-15,9,50920
구픽,"에드거 상 최초의 2년 연속 수상 작가 존 하트의 걸작 『라스트 차일드』의 10년 후를 다룬 시퀄이다. 실종된 이란성쌍둥이 여동생 앨리사를 찾아 냉혹하고 부조리한 세상과 인간들 사이를 묵묵히 헤맸던 열세 살 소년 조니 메리멈은 스물세 살 청년이 되었다.",K502730293,액션/스릴러소설,허쉬,국내도서,16800,"존 하트 (지은이), 권도희 (옮긴이)",https://image.aladin.co.kr/product/26821/97/cover/k502730293_1.jpg,소설/시/희곡,2021-04-12,0,107436
현대문학,"현대 히브리 문학의 거장 아모스 오즈가 남긴 최후의 소설. 오즈는 자신을 투영한 듯한 두 명의 인물―1950년대 이스라엘의 쉐알티엘 아브라바넬이란 인물과 2,000년 전 과거의 인물인 유다를 전면에 내세워 작가 생활 내내 골몰해 온 문제를 특유의 간결하면서도 사색적인 문체로 풀어놓는다.",K722739230,"세계의 소설",유다,국내도서,17800,"아모스 오즈 (지은이), 최창모 (옮긴이)",https://image.aladin.co.kr/product/26021/13/cover/k722739230_1.jpg,소설/시/희곡,2021-03-09,9,51040
허블,"〈올해의 SF 걸작선〉의 한국어판. 2020 휴고상 편집자 부문을 포함해 휴고상에서만 15회 이상 호명된 세계적인 편집자'조너선 스트라한'이 수록작을 선정하며, 한 해 동안 발표된 중·단편소설 가운데 세계적으로 인정받은 작가와 최근 떠오르는 신예 작가의 작품을 골고루 편성한다.",K932730483,과학소설(SF),"에스에프널 SFnal 2021 세트 - 전2권",국내도서,34000,"테드 창, 켄 리우, S. L. 황, 그렉 이건, 캐롤라인 M. 요킴, 말카 올더, 앨리스 솔라 김, 한쑹, 엘리자베스 베어, 소피아 레이, 폰다 리, 치넬로 온왈루, 반다나 싱, 토비아스 S. 버켈, 찰리 제인 앤더스, N. K. 제미신, 프랜 와일드, 인드라프라미트 다스, 피터 와츠, 리치 라슨, 아닐 메논, E. 릴리 유, 카린 티드베크, 알렉 네발라리, 수전 파머, 수이 데이비스 오쿵보와, 테건 무어 (지은이), 조너선 스트라한 (엮은이), 김상훈, 장성주, 박중서, 이동현 (옮긴이)",https://image.aladin.co.kr/product/26761/94/cover/k932730483_1.jpg,소설/시/희곡,2021-03-24,9,89481
민음사,"국내에는 &lt;침묵&gt;의 작가로 잘 알려진, 평생에 걸쳐 신과 구원의 문제에 천착한 엔도 슈사쿠는, 1993년 병마와 사투를 벌이며 완성한 마지막 장편소설 &lt;깊은 강&gt;에 자기 문학의 모든 주제를 집약해 놓았다. 신은 인간 내면에 살아 숨 쉬며, 인간을 속박하는 것이 아니라 포용하는 존재임을 이 소설을 통해 역설한다.",8937461609,일본소설,"깊은 강",국내도서,10000,"엔도 슈사쿠 (지은이), 유숙자 (옮긴이)",https://image.aladin.co.kr/product/100/33/cover/8937461609_2.jpg,소설/시/희곡,2007-10-30,9,50998
문예출판사,"우에스트프랑스문학상, 쥘리메상, 베르시옹페미나상, 랑데르노상을 비롯해 프랑스 유수의 문학상을 수상한 프랑스의 떠오르는 작가 롤라 라퐁의 장편 소설. 미국 언론재벌의 상속자 퍼트리샤 허스트가 좌파 무장단체 SLA에게 납치된 사건을 바탕으로 한 실화소설이다.",8931021992,프랑스소설,"17일 - 스톡홀름신드롬의 이면을 추적하는 세 여성의 이야기",국내도서,15000,"롤라 라퐁 (지은이), 이재형 (옮긴이)",https://image.aladin.co.kr/product/25967/85/cover/8931021992_1.jpg,소설/시/희곡,2021-02-25,9,50921
엘릭시르,"&lt;잘 자요 엄마&gt;의 후속작이다. 전작에서 열한 살 하영을 중심에 두고 '사이코패스는 태어나는가, 만들어지는가'라는 질문을 던진 것으로 이야기를 시작했다면 이번 작품에서는 '하영은 그 뒤로 어떻게 되었을까? 어떻게 성장했을까?'라는 질문에 답을 내놓는다.",8954678149,액션/스릴러소설,"모든 비밀에는 이름이 있다",국내도서,14000,"서미애 (지은이)",https://image.aladin.co.kr/product/26722/24/cover/8954678149_1.jpg,소설/시/희곡,2021-03-22,10,107435
다산책방,"2020년 전 세계에서 가장 많이 본 넷플릭스 영화 「365일」 원작 소설. 호텔에서 일하며 성공가도를 달리다가 휴식이 필요해 여행을 떠난 주인공 라우라가 시칠리아에서 마피아 가문의 젊은 수장인 마시모에게 붙잡혀 자신과 함께 365일을 보내달라는 요구를 받으면서 펼쳐지는 이야기다.",K292738327,로맨스소설,365일,국내도서,16500,"블란카 리핀스카 (지은이), 심연희 (옮긴이)",https://image.aladin.co.kr/product/26406/38/cover/k292738327_1.jpg,소설/시/희곡,2021-02-22,9,51126
비채,"소설이 역사적 증언이 될 수 있을까? 소설은 허구성에 바탕해 쓰이지만, 훌륭한 작품은 그 어떤 사료보다도 당대 현장을 생생히 전한다. 나치에 쫓기며 집필 활동을 한 유대인 작가 울리히 알렉산더 보슈비츠의 장편소설 《여행자》가 그 대표적인 사례다.",8934991941,독일소설,여행자,국내도서,13800,"울리히 알렉산더 보슈비츠 (지은이), 전은경 (옮긴이)",https://image.aladin.co.kr/product/26646/99/cover/8934991941_1.jpg,소설/시/희곡,2021-03-08,9,50922
밝은세상,"1988년, 허름하고 소박한 가게들이 나란히 붙어있는 영국 항구 도시의 유니티스트리트에 변화의 물결이 밀어닥친다. 부동산 개발 회사가 유니티스트리트를 통째로 사들이려는 계획을 숨기지 않고 가게 주인들을 개별적으로 만나 꼬드기는 작업을 벌이면서 가게들은 존폐의 기로에 놓인다.",8984374237,영미소설,뮤직숍,국내도서,15000,"레이철 조이스 (지은이), 조동섭 (옮긴이)",https://image.aladin.co.kr/product/26602/72/cover/8984374237_1.jpg,소설/시/희곡,2021-03-08,10,50919
프시케의숲,"마거릿 애트우드는 대중성과 예술성을 겸비한 문학가이다. 이 책 &lt;글쓰기에 대하여&gt;는 시, 소설, 논픽션 등 여러 분야에서 두각을 나타내온 저자가 40년의 작가 경험에서 우러나온 통찰을 펼쳐내는 책이다.",K402738423,책읽기/글쓰기,"글쓰기에 대하여 - 작가가 된다는 것에 관한 여섯 번의 강의",국내도서,16000,"마거릿 애트우드 (지은이), 박설영 (옮긴이)",https://image.aladin.co.kr/product/26413/17/cover/k402738423_1.jpg,인문학,2021-03-01,10,51538
강,"김연경 장편소설. 자전소설이자 성장소설이다. 1970년대생인 저자를 통해 소위 'X세대'라고 일컬어지는 세대의 성장담이 사실 그대로 담백하게 펼쳐진다. 버스 안내양, 채변 봉투, 머릿니, 쥐와 바퀴벌레가 있는 가난의 풍경부터 성문종합영어, 하춘화, 박완서에 이르는 그 시대의 문화 코드들이 꼼꼼하게 소환된다.",8982182748,한국소설,"우주보다 낯설고 먼",국내도서,14000,"김연경 (지은이)",https://image.aladin.co.kr/product/26851/54/cover/8982182748_1.jpg,소설/시/희곡,2021-03-30,0,50993
다산책방,"제1회 혼불문학상 수상작으로 선정되며 “바윗돌에 손가락으로 글씨를 새기는 마음으로 글을 쓴 최명희의 작가정신을 오롯이 담아낸 소설”로 평가받은 최문희 작가의 장편소설 &lt;난설헌&gt;이 개정판으로 출간되었다.",K112730982,역사소설,"난설헌 - 제1회 혼불문학상 수상작",국내도서,15000,"최문희 (지은이)",https://image.aladin.co.kr/product/26684/61/cover/k112730982_1.jpg,소설/시/희곡,2021-03-15,9,51123
문학동네,"우리를 둘러싼 일상을 고밀도로 압축해 보여줌으로써 표면화되지 않은 삶의 뒷모습을 감각하게 하는 작가 편혜영의 여섯번째 소설집. 이번 소설집은 우리에게 익숙한 장소와 관계를 새로이 돌아보게 함으로써 한국문학의 예외적인 시간을 경험하게 하는, 등단 22년 차에 접어든 편혜영 세계의 한 절정이라 할 수 있다.",8954677606,한국소설,"어쩌면 스무 번",국내도서,13500,"편혜영 (지은이)",https://image.aladin.co.kr/product/26655/54/cover/8954677606_1.jpg,소설/시/희곡,2021-03-17,10,50993
블루홀식스(블루홀6),"제71회 일본추리작가협회상 수상작으로, 범인의 시점에서 진행되는 다섯 편의 이야기를 수록한 걸작 미스터리 연작 단편집이다. 전직 경찰 가노 라이타가 범상치 않은 용의자 다섯 명을 상대하며 사건을 해결한다.",K552730587,추리/미스터리소설,"거짓의 봄",국내도서,16000,"후루타 덴 (지은이), 이연승 (옮긴이)",https://image.aladin.co.kr/product/26795/27/cover/k552730587_1.jpg,소설/시/희곡,2021-04-05,10,51058
현대지성,"플롯, 스토리텔링, 모방, 비극, 에피소드, 카타르시스 개념의 탄생, 마음에 각인되는 완벽한 이야기 구성의 기술. 2,400년이 지난 지금도 여전히 통하는 “드라마 구성과 전개, 플롯 구성의 방법”이 담겨 있다.
",K392738937,서양철학,"아리스토텔레스 시학 (그리스어 원전 완역본)",국내도서,6600,"아리스토텔레스 (지은이), 박문재 (옮긴이)",https://image.aladin.co.kr/product/26559/62/cover/k392738937_1.jpg,인문학,2021-03-03,10,51459
창비,"신경숙 장편소설. 단행본으로는 8년 만이고 장편으로는 11년 만에 출간하는, 작가의 여덟번째 장편소설이다. 2020년 6월부터 12월까지 6개월간 '매거진 창비'에서 연재한 작품을 공들여 수정·보완하여 새롭게 선보인다.",8936434462,한국소설,"아버지에게 갔었어",국내도서,14000,"신경숙 (지은이)",https://image.aladin.co.kr/product/26602/37/cover/8936434462_1.jpg,소설/시/희곡,2021-03-05,8,50993
황금가지,"&lt;얼음나무 숲&gt; 하지은의 신작 단편부터 백거이의 「장한가」나 전래동화 '여우 누이' 이야기를 재해석한 작품에까지 다채로운 색으로 가득 찬 7인7색 단편선 &lt;야운하시곡&gt;이 황금가지에서 출간되었다.",K022730283,무협소설,야운하시곡,국내도서,13800,"하지은, 호인, 이재만, 김이삭, 한켠, 서번연, 지언 (지은이)",https://image.aladin.co.kr/product/26726/63/cover/k022730283_1.jpg,소설/시/희곡,2021-03-12,10,107405
꾸리에,"1960년대 후반부터 1998년 “성금요일협정”이 이루어지기까지 북아일랜드는 “분쟁”을 치르며 3,500명의 사람들이 사망했다. 이 책은 50년간 봉인되었던 살인사건의 진범을 찾기 위한 필사의 추적기를 담았다.",8994682392,사회학,"세이 나씽 - 북아일랜드의 살인의 추억",국내도서,24000,"패트릭 라든 키프 (지은이), 지은현 (옮긴이)",https://image.aladin.co.kr/product/26847/27/cover/8994682392_1.jpg,사회과학,2021-04-20,0,51304
창비,"'창비세계문학' 7권. 똘스또이의 중단편 중에서 가장 훌륭한 작품이라는 평가를 받는 &lt;이반 일리치의 죽음&gt;은 삶에 대한 똘스또이의 생각과 문제의식이 잘 나타나 있다. 이 작품은 한 인간의 삶과 죽음을 냉철하게 관찰하고 분석하고 묘사했다.",8936464078,러시아소설,"이반 일리치의 죽음",국내도서,10000,"레프 니콜라예비치 톨스토이 (지은이), 이강은 (옮긴이)",https://image.aladin.co.kr/product/2013/23/cover/8936464078_2.jpg,소설/시/희곡,2012-10-09,9,52650
창비,"<꿈>은 삼국유사의 '조신설화(調信說話)'와 유사한 구조로 이루어져 있다. 그리고 지은이의 자전적인 이야기이기도 하다. 현실과 꿈의 경계, 구도 및 남녀간의 애틋한 사랑등이 불교의 선지식과 함께 망라되어 한 편의 이야기로 꾸려졌다.",8936433407,한국소설,"꿈 - 어디서 무엇이 되어 다시 만나랴",국내도서,8000,"김성동 (지은이)",https://image.aladin.co.kr/product/27/72/cover/8936433407_2.jpg,소설/시/희곡,2001-05-15,10,50993
비(도서출판b),"가라타니 고진 컬렉션 19권. &lt;定本柄谷行人文?論集&gt;(岩波書店, 2016)을 완역한 것이다. 가라타니 고진은 1969년 문학비평가로 활동하기 시작한 이래 많은 문학비평을 해왔는데 "독자들의 수고를 덜기 위해 문학비평을 한 권으로 정리"한 것이라고 한다.",K522730485,"문학의 이해",문학론집,국내도서,26000,"가라타니 고진 (지은이), 고은미 (옮긴이)",https://image.aladin.co.kr/product/26766/44/cover/k522730485_1.jpg,소설/시/희곡,2021-03-25,10,51319
저녁달고양이,"열두 개의 시화집 시리즈 2월편. 파격적으로 섹슈얼한 그림으로 당대 미술계를 뒤흔들었던 에곤 실레는 수많은 논란을 일으키면서도 최고의 인기를 누렸던 화가다. &lt;나는 내 슬픔과 어리석음에 눌리어&gt;에는 에곤 실레의 고독과 외로움이 담긴, 44개의 그림 도판과 2월의 감성이 담긴 시 29편이 실려 있다.",K272534436,시,"나는 내 슬픔과 어리석음에 눌리어 - 열두 개의 달 시화집 二月",국내도서,9800,"윤동주, 백석, 김소월, 한용운, 홍사용, 권환, 변영로, 윤곤강, 노천명, 장정심, 정지용, 조명희, 크리스티나 G. 로세티, 다이구 료칸, 고바야시 잇사, 가가노 지요니 (지은이), 에곤 실레 (그림)",https://image.aladin.co.kr/product/17974/97/cover/k272534436_1.jpg,소설/시/희곡,2019-02-15,10,51167
토마토출판사,"제158회 아쿠타가와상 수상작, 제54회 문예상 수상작. 남편을 잃고 자식과는 소원해진 74세 모모코 씨의 독백으로 진행되는 작품으로, 홀로 남겨진 늙은 여성이 고독과 외로움의 끝에서 눈부신 자유를 발견하게 되는 과정을 절절하면서도 통쾌하게 그려 냈다.",K602533447,일본소설,"나는 나대로 혼자서 간다",국내도서,13800,"와카타케 치사코 (지은이), 정수윤 (옮긴이)",https://image.aladin.co.kr/product/16345/51/cover/k602533447_1.jpg,소설/시/희곡,2018-08-27,9,50998
내로라,"샬롯 퍼킨스 길먼의 자전적 소설은 억압으로 인해 지성이 스러지는 과정을 생경하게 그렸다. 정신 이상의 원인과 발단을 생생하게 나타낸 문학은 독자의 마음에 큰 울림을 주었다. 차별의 주체가 되는 남자들 스스로가 여성의 인권을 침해하고 있음을 깨닫게 했다.",K122730491,영미소설,"누런 벽지",국내도서,8000,"샬럿 퍼킨스 길먼 (지은이)",https://image.aladin.co.kr/product/26847/56/cover/k122730491_1.jpg,소설/시/희곡,2021-04-01,0,50919
아작,"조선시대에 이미 증기기관이 도입되고 발전했다면 우리 역사는 과연 어떻게 변했을까? 증기기술이 도입된 조선에서 펼쳐지는 기기인 도로의 모험. 이제 K-스팀펑크의 시대가 온다. 장르소설의 대가들이 펼치는 조선스팀펑크연작선, 그 첫 앤솔러지.",K592730194,과학소설(SF),"기기인 도로 - 조선스팀펑크연작선",국내도서,14800,"김이환, 박애진, 박하루, 이서영, 정명섭 (지은이)",https://image.aladin.co.kr/product/26812/64/cover/k592730194_1.jpg,소설/시/희곡,2021-04-05,10,89482
글항아리,"중일전쟁 당시 난징 대학살(1937)이라는 대사건을 다룬 ‘일본’ 작가의 소설이다. ‘중국인’ 지식인을 주인공으로 삼아 그 관점에서 쓰인 소설. 전후 문예사에서도 매우 특이한 위치에 자리해온 이 소설은 가해국의 작가가 피해국의 인물을 주인공으로 하여 난징 대학살에 대해 다루고 있다.",8967357699,일본소설,시간,국내도서,15000,"홋타 요시에 (지은이), 박현덕 (옮긴이)",https://image.aladin.co.kr/product/23881/95/cover/8967357699_1.jpg,소설/시/희곡,2020-04-17,10,50998
특별한서재,"이철환 작가의 소설. 부모를 잃은 남매에게 공짜로 짜장면 한 그릇을 내어준 『연탄길』의 한 장면에서 출발했다. 2,000매에 가까운 원고 중 12매의 『연탄길』 원고가 포함되어 있다.",K042739133,한국소설,"어둠 속에서도 바다는 푸르다 1",국내도서,14500,"이철환 (지은이)",https://image.aladin.co.kr/product/26620/51/cover/k042739133_2.jpg,소설/시/희곡,2021-03-15,10,50993
문학동네,"미국 매사추세츠주 폴리버의 한 저택에서 보든 부부가 도끼로 무참히 살해당했다. 부부의 딸인 리지 보든이 가장 유력한 용의자로 떠올랐지만 리지는 ‘여성이 이렇게 잔혹한 범죄를 저지를 수는 없다’는 이유로 무죄판결을 받았다. 소설은 이 미제 사건을 문학적으로 재해석했다.",8954678114,추리/미스터리소설,"내가 무슨 짓을 했는지 봐",국내도서,15500,"세라 슈밋 (지은이), 이경아 (옮긴이)",https://image.aladin.co.kr/product/26786/68/cover/8954678114_1.jpg,소설/시/희곡,2021-03-25,0,51067
허블,"〈올해의 SF 걸작선〉의 한국어판. 2020 휴고상 편집자 부문을 포함해 휴고상에서만 15회 이상 호명된 세계적인 편집자'조너선 스트라한'이 수록작을 선정하며, 한 해 동안 발표된 중·단편소설 가운데 세계적으로 인정받은 작가와 최근 떠오르는 신예 작가의 작품을 골고루 편성한다.",K182730483,과학소설(SF),"에스에프널 SFnal 2021 Vol.1",국내도서,17000,"테드 창, 켄 리우, S. L. 황, 그렉 이건, 캐롤라인 M. 요킴, 말카 올더, 앨리스 솔라 김, 한쑹, 엘리자베스 베어, 소피아 레이, 폰다 리, 치넬로 온왈루, 반다나 싱, 찰리 제인 앤더스, 토비아스 S. 버켈 (지은이), 조너선 스트라한 (엮은이), 김상훈, 장성주, 박중서, 이동현 (옮긴이)",https://image.aladin.co.kr/product/26762/0/cover/k182730483_1.jpg,소설/시/희곡,2021-03-24,0,89481
황금가지,"권위 있는 추리문학상인 셰이머스 상, 매커비티 상, 앤서니 상을 석권한 탐정소설. 열렬한 셜로키언을 자부하는 저자 조 이데는 자신이 줄곧 살아온 도시 LA를 무대로 하여, ‘IQ’라는 별칭으로 활약하는 20대 흑인 청년 탐정 아이제아 퀸타베를 탄생시켰다.",K512730086,추리/미스터리소설,"IQ - 탐정 아이제아 퀸타베의 사건노트",국내도서,13800,"조 이데 (지은이), 박미영 (옮긴이)",https://image.aladin.co.kr/product/26718/29/cover/k512730086_1.jpg,소설/시/희곡,2021-03-12,9,51062
녹색광선,"세계 3대 평전 작가이자 수많은 예술가들에게 영감을 준 독일의 대문호 슈테판 츠바이크. 그의 소설 &lt;감정의 혼란&gt;은 억제할 수 없는 감정으로 가득 찬 인물들의 강렬한 욕망을 다룬다. 주인공은 갓 스무 살이 된 아름다운 미청년 롤란트와 그의 스승이자 ‘당대 최고의 지성’인 대학교수, 그리고 교수의 젊은 부인.",K732635812,"세계의 소설","감정의 혼란 - 지성 세계를 향한 열망, 제어되지 않는 사랑의 감정",국내도서,17500,"슈테판 츠바이크 (지은이), 서정일 (옮긴이)",https://image.aladin.co.kr/product/19345/57/cover/k732635812_1.jpg,소설/시/희곡,2019-06-10,9,51055
문학세계사,"미국의 로버트, 올리비아 템플 부부가 샹브리 판본의 358가지 이솝 우화를 원본 그대로 복원하고 상세한 각주를 달아 설명한 이솝 우화의 결정판이다. 이솝 우화는 다소 외설스럽기도 한 유머와 신화들, 냉혹한 현실 속에서 살아남을 수 있는 지혜와 교훈으로 가득하다.",8970759913,"세계의 소설","어른을 위한 이솝 우화 전집",국내도서,15000,"이솝 (지은이), 최인자, 신현철 (옮긴이), 로버트 템플, 올리비아 템플 (주해)",https://image.aladin.co.kr/product/26673/97/cover/8970759913_1.jpg,소설/시/희곡,2021-03-16,10,51055
㈜소미미디어,"이케이도 준의 현대 정치의 폐부를 찌르는 통쾌한 엔터테인먼트 소설.  ‘국민의 선택에 의해 탄생한 권력이 무기력하고 무능한 지도자로 대체된다면?’이라는 엉뚱한 상상에서 시작한 소설은 일본의 정계와 재계를 신랄하게 비판하는 블랙 코미디가 되어 탄탄한 줄거리를 완성해나간다.",K832730582,일본소설,"민왕 - 정치꾼 총리와 바보 아들",국내도서,14800,"이케이도 준 (지은이), 이선희 (옮긴이)",https://image.aladin.co.kr/product/26788/63/cover/k832730582_1.jpg,소설/시/희곡,2021-03-31,10,50998
엘리,"실제 『옥스퍼드 영어 사전』의 편찬 역사를 바탕으로, ‘영어의 규범’이라고 할 만한 이 사전을 만든 남성 편집자들의 역사에서 시선을 돌려, 사전의 권위에서 누락된 여성들의 언어와 사전을 만드는 데 기여한 다양한 여성들을 조명한다.",K162738281,영미소설,"잃어버린 단어들의 사전",국내도서,18500,"핍 윌리엄스 (지은이), 서제인 (옮긴이)",https://image.aladin.co.kr/product/25967/84/cover/k162738281_1.jpg,소설/시/희곡,2021-01-29,10,50919
민음사,"이혜경의 네 번째 장편소설. 1970년대 가부장적인 아버지 아래 자란 세 자매의 이야기다. 다정하고 정밀한 시선으로 삶을 슬픔을 껴안는 소설가 이혜경은 &lt;사소한 그늘&gt;에서 차분한 서술과 유려한 이미지로 세 자매의 일상 속 희로애락을 그려 낸다.",8937413779,한국소설,"사소한 그늘",국내도서,14000,"이혜경 (지은이)",https://image.aladin.co.kr/product/26839/72/cover/8937413779_1.jpg,소설/시/희곡,2021-03-26,0,50993
내친구의서재,"작가 시라이 도모유키의 충격적인 데뷔작. 세계적인 바이러스 대유행으로 조류와 포유류가 멸종하다시피 한 세상을 배경으로 채식을 강요받은 인류가 클론을 사육, 먹을거리로 삼는다는 도발적인 설정이 돋보인다.",K452730985,추리/미스터리소설,"인간의 얼굴은 먹기 힘들다",국내도서,15000,"시라이 도모유키 (지은이), 구수영 (옮긴이)",https://image.aladin.co.kr/product/26700/38/cover/k452730985_1.jpg,소설/시/희곡,2021-03-30,9,51058
열린책들,"19세기 러시아 리얼리즘 문학을 대표하는 표도르 도스또예프스끼의 <분신>. 열린책들 세계문학 전집 116권으로, 도스또예프스끼 전집 중 <죄와 벌>(2권), <까라마조프 씨네 형제들>(3권), <백치>(2권), <악령>(3권), <노름꾼>, <죽음의 집의 기록>, <미성년>(2권), <스쩨빤치꼬보 마을 사람들>에 이어 9번째로 '열린책들 세계문학'으로 출간되는 것이다.",8932911169,러시아소설,분신,국내도서,9800,"표도르 도스토예프스키 (지은이), 석영중 (옮긴이)",https://image.aladin.co.kr/product/696/91/cover/8932911169_1.jpg,소설/시/희곡,2010-05-10,8,52650
은행나무,"전 세계를 사로잡은 22세의 흑인 여성 시인 어맨다 고먼의 바이든 미국 대통령 취임식 축시 '우리가 오르는 언덕' 스페셜 에디션. 오프라 윈프리의 매혹적인 서문이 실린 이 특별한 시집은 원문과 나란히 번역문을 배치하여 원문 시의 아름다움을 음미할 수 있도록 했다.",K202730490,시,"우리가 오르는 언덕",국내도서,9900,"어맨다 고먼 (지은이), 정은귀 (옮긴이)",https://image.aladin.co.kr/product/26846/89/cover/k202730490_1.jpg,소설/시/희곡,2021-03-30,8,51168
