publisher,book_summary,isbn,subcategory,title,country,price,writer,book_image_path,maincategory,publish_date,evaluation,categoryid
허밍버드,"&lt;웃음이 예쁘고 마음이 근사한 사람&gt;, &lt;보고 싶은 사람들 모두 보고 살았으면&gt;으로 다정하고 순박한 위로를 전한 안대근 작가가 &lt;목요일은 지나가고 주말은 오니까&gt;를 통해 더욱 사려 깊은 글로 돌아왔다.",8968332975,한국에세이,"목요일은 지나가고 주말은 오니까",국내도서,14500,"안대근 (지은이)",https://image.aladin.co.kr/product/26722/23/cover/8968332975_1.jpg,에세이,2021-03-18,9,51371
지금이책,"10만 팔로워를 가진 수채화 작가 박미나가 다정한 친구만큼이나 식물을 사랑했던 주인공 ‘빨강 머리 앤’ 작품 속 식물을 찾아 그리고 한 권의 책으로 섬세하게 엮은 일러스트북이다.",K272730985,미술,"빨강 머리 앤의 정원 - 빨강 머리 앤이 사랑한 꽃, 나무, 열매 그리고 풀들",국내도서,22000,"박미나(미나뜨) (지은이), 루시 모드 몽고메리 (원작), 김잔디 (옮긴이)",https://image.aladin.co.kr/product/26700/35/cover/k272730985_1.jpg,예술/대중문화,2021-03-30,10,50988
롤러코스터,"천문학자 마이크 브라운이 명왕성 행성 지위 박탈의 원인 제공자로서, 새로운 천체를 찾고 행성의 의미를 고민하는 과정을 통해 이 사건의 전말을 기록한 회고록이다. 마이크 브라운의 외로운 일대기를 통해 지금까지 몰랐던 흥미로운 우주와 만날 수 있을 것이다.",K472730295,천문학,"나는 어쩌다 명왕성을 죽였나 - 명왕성 킬러 마이크 브라운의 태양계 초유의 행성 퇴출기",국내도서,20000,"마이크 브라운 (지은이), 지웅배 (옮긴이)",https://image.aladin.co.kr/product/25967/86/cover/k472730295_1.jpg,과학,2021-04-05,0,51310
민음사,"2017년 12월 10일 스톡홀름, 스웨덴 아카데미에서 가즈오 이시구로가 연설한 노벨 문학상 수상 연설이 한 권의 책으로 엮여 민음사에서 출간되었다. 우리 시대 가장 뛰어난 작가가 지속적으로 글을 쓰고 작가가 되는 것에 대하여 밝힌 창작의 내밀한 과정, 그리고 작가로서의 깊은 고민을 담고 있다.",8937429772,외국에세이,"나의 20세기 저녁과 작은 전환점들",국내도서,6800,"가즈오 이시구로 (지은이), 김남주 (옮긴이)",https://image.aladin.co.kr/product/26839/82/cover/8937429772_1.jpg,에세이,2021-04-02,0,51373
시간의흐름,"시간의흐름에서 펴내는 카페 4부작 '카페 소사이어티'의 세 번째 도시는 파리(Paris)다. 작가 신유진이 이십대와 삼십대의 대부분을 파리에서 지내며 바라본 사람들과 풍경을 기록한 에세이다. 한국인의 시선과 프랑스인의 시선을 모두 내면화한 경계인 특유의 세계관이 그녀의 문장 곳곳에 배어 있다.",K082730387,한국에세이,"몽 카페 - 파리에서 마주친 우연의 기록",국내도서,13000,"신유진 (지은이)",https://image.aladin.co.kr/product/26741/66/cover/k082730387_1.jpg,에세이,2021-03-12,10,51371
윌북,"그림 그리는 애서가의 독서 생활과 속마음을 담은 카툰 에세이. 짧지만 긴 여운을 남기는 글과 보통의 우리 모습을 포착한 그림이 어우러져 읽는 내내 마음이 편안해진다. 마치 다정한 친구의 이야기를 듣는 듯 감미롭고 따스하다.",K912738481,"사진/그림 에세이","딱 하나만 선택하라면, 책 - 책덕후가 책을 사랑하는 법",국내도서,12800,"데비 텅 (지은이), 최세희 (옮긴이)",https://image.aladin.co.kr/product/26248/51/cover/k912738481_1.jpg,에세이,2021-01-30,9,51376
여름언덕,"매달 글머리에 인용되는 조지 오웰의 경험이 담긴 에세이 「서점의 추억들」은 오늘날에도 여전히 유용한 통찰을 전한다.",K502737352,서지/출판,"서점 일기 - 세상 끝 서점을 비추는 365가지 그림자",국내도서,18000,"숀 비텔 (지은이), 김마림 (옮긴이)",https://image.aladin.co.kr/product/26120/69/cover/k502737352_1.jpg,인문학,2021-01-20,9,51540
풍월당,"오페라보다 더 극적인 베르디의 삶과 시대를 초월해 사랑받는 그의 오페라 26편 이야기를 담았다. 우리가 접하는 베르디 오페라 작품이 어느 시기에 어떤 배경에서 쓰였는가를 이해할 수 있도록 오페라 26편과 그에 얽힌 베르디의 일생을 26조각으로 엮어 시대순으로 구성했다.",K902730881,음악,"베르디 오페라 - 26편의 오페라로 읽는 베르디의 일생",국내도서,23000,"박종호 (지은이)",https://image.aladin.co.kr/product/26676/26/cover/k902730881_1.jpg,예술/대중문화,2021-03-01,10,51003
상상출판,"그동안 수많은 고양이 에세이들을 쓰며 '고양이 작가'로 불려 온 저자 이용한. 고양이 이야기 못지않게 &lt;사라져가는 오지마을을 찾아서&gt;, &lt;꾼&gt;과 &lt;장이&gt;, &lt;옛집기행&gt; 등 많은 문화기행서를 출간했던 그가 사라져 가는 풍경들에 관한 새 에세이로 돌아왔다.",K302737808,한국에세이,"사라져 가는 풍경들",국내도서,15500,"이용한 (지은이)",https://image.aladin.co.kr/product/25949/1/cover/k302737808_1.jpg,에세이,2021-01-11,10,51371
플레이타임,"&lt;알고 싶지 않은 것들&gt;에 이은 데버라 리비의 자전적 에세이 3부작의 둘째 권. 50대에 들어선 지은이가 이혼한 시점을 배경으로 사회가 여성, 특히 어머니라는 존재를 두고 멋대로 품은 망상과 이들에게 가해 온 억압을 예리하게 파헤친다.",K522730391,"인문 에세이","살림 비용",국내도서,14000,"데버라 리비 (지은이), 이예원 (옮긴이), 백수린",https://image.aladin.co.kr/product/26838/62/cover/k522730391_1.jpg,인문학,2021-03-25,0,51381
봄알람,"저자 허새로미가 자기 삶을 찾아내는 이야기다. 저자는 서른다섯에 가족을 떠났다. 가족과 함께한 수십 년의 시간에 켜켜이 쌓인 좌절을 잊지 않았고 감히 용서하지 않겠다 결정했기에 끝내 혼자가 되었다. 그 용기로 그는 비로소 삶을 시작할 수 있었다.",K052738039,한국에세이,"죽으려고 살기를 그만두었다",국내도서,13000,"허새로미 (지은이)",https://image.aladin.co.kr/product/26563/82/cover/k052738039_2.jpg,에세이,2021-02-28,9,51371
유유,"문장 시리즈. 책 읽는 사람은 물론 읽지 않는 사람까지 책의 세계로 끌어들이는 작가 김겨울이 자신을 책 가까이 머무르게 한 글과 장서를 엮어 독서 에세이를 내놓았다.",K442738385,"인문 에세이","책의 말들 - 다른 세계를 상상하고 공감하기 위하여",국내도서,13000,"김겨울 (지은이)",https://image.aladin.co.kr/product/26244/94/cover/k442738385_1.jpg,인문학,2021-02-04,10,51381
한국경제신문,"파리 시민들이 '행복한 화가'라고 부르며 사후 70여 년이 지나도록 기억하는 화가가 있다. 이 책은 어린 시절 화가의 꿈을 꾸었던 루이 비뱅이 현실적인 여건으로 인해 파리의 우체부로 살아가면서도 오래전 꿈에 대한 추억을 간직하고 살아가는 이야기다.",8947546925,한국에세이,"루이 비뱅, 화가가 된 파리의 우체부",국내도서,14500,"박혜성 (지은이)",https://image.aladin.co.kr/product/26543/98/cover/8947546925_1.jpg,에세이,2021-03-02,10,51371
arte(아르테),"소설가 천운영이 돈키호테와 그가 먹었던 음식을 찾아 나선, 돈키호테의 편력만큼이나 흥미진진하고도 감미로운 모험의 에세이. 음식을 매개로 &lt;돈키호테&gt; 탐독의 길로 들어간 천운영은 이 작품 안에서 이국의 음식 세계와 더불어 &lt;돈키호테&gt;의 깊은 곳에 깔린 슬픔과 기쁨의 미로를 제대로 만난다.",895099481X,한국에세이,"돈키호테의 식탁 - 돈키호테에 미친 소설가의 감미로운 모험",국내도서,17000,"천운영 (지은이)",https://image.aladin.co.kr/product/26821/19/cover/895099481x_1.jpg,에세이,2021-03-25,10,51371
윌북,"정신과 의사이자 심리 치료사가 30년간 정원을 가꿔온 정원사로서의 경험을 바탕으로 정원이 인간의 마음에 어떻게 도움이 되고, 식물이 정신 건강에 어떻게 작용하는지를 과학적, 심리학적으로 밝혀낸 책이다.",K982739331,심리학/정신분석학,"정원의 쓸모 - 흙 묻은 손이 마음을 어루만지다",국내도서,16800,"수 스튜어트 스미스 (지은이), 고정아 (옮긴이)",https://image.aladin.co.kr/product/26647/54/cover/k982739331_1.jpg,인문학,2021-03-20,10,51514
가디언,"오늘도 우리는 감정을 요리하지 못해 우왕좌왕한다. 하루에도 몇 번씩 쓰디쓴 지옥과 케이크처럼 달콤한 천국을 오간다. 우리에겐 우리를 지배하는 감정을 어떻게 요리하는지에 대해 가르쳐 준 부모도 선생님도 학교도 없었다. 하지만 이제 이 책에서 제시하는 레시피로 감정을 요리하기만 하면 '맛있는 하루'가 만들어진다.",K682730989,한국에세이,"감정식당 - 상처를 치유하는",국내도서,14000,"이서원 (지은이)",https://image.aladin.co.kr/product/26681/75/cover/k682730989_1.jpg,에세이,2021-03-17,10,51371
쌤앤파커스,"잊혀지고, 버려지고, 수집되었다가 다시 내팽개쳐지고, 온전치 못하더라도 사랑받았던 책들, 그렇게 기꺼이 우리에게 도달하려 하는 모든 책들에 바치는 헌사를 담은 책이다.",896570913X,책읽기/글쓰기,"책에 바침 - 결코 소멸되지 않을 자명한 사물에 바치는 헌사",국내도서,14000,"부르크하르트 슈피넨 (지은이), 리네 호벤 (그림), 김인순 (옮긴이)",https://image.aladin.co.kr/product/23134/55/cover/896570913x_1.jpg,인문학,2020-02-10,9,51537
민음사,"&lt;전국축제자랑&gt;이 민음사에서 출간되었다. 격월간 문학잡지 《릿터》에 같은 제목으로 연재되는 동안 폭넓은 지지와 열독이 이미 있었다. 이후 꼭지를 추가하고 내용을 보강하여 나온 단행본이다.",893741371X,한국에세이,"전국축제자랑 - 이상한데 진심인 K-축제 탐험기",국내도서,15000,"김혼비, 박태하 (지은이)",https://image.aladin.co.kr/product/26573/22/cover/893741371x_1.jpg,에세이,2021-02-26,10,51371
바다출판사,"캐럴라인 냅은 지적이고 유려한 회고록 성격의 에세이를 쓴 작가로, 2002년 마흔둘이라는 이른 나이에 세상을 떠났다. 그는 &lt;명랑한 은둔자&gt;에서 혼자 살고 혼자 일했고, 가족과 친구와 개와 소중한 관계를 맺으며 자기 앞의 고독을 외면하지 않았던 삶을 이야기한다.",K332632851,외국에세이,"명랑한 은둔자",국내도서,16000,"캐럴라인 냅 (지은이), 김명남 (옮긴이)",https://image.aladin.co.kr/product/25072/55/cover/k332632851_1.jpg,에세이,2020-09-04,9,51373
민음사,"19세기 프랑스 사실주의 문학을 대표하는 작가이자 ‘현대 소설’의 창시자로 평가받는 대문호, 오노레 드 발자크의 섬세한 관찰력과 명쾌한 통찰력이 돋보이는 에세이 『현대 생활의 발견』이 민음사 쏜살 문고로 출간되었다.",8937429764,외국에세이,"현대 생활의 발견",국내도서,10800,"오노레 드 발자크 (지은이), 고봉만, 박아르마 (옮긴이)",https://image.aladin.co.kr/product/26368/10/cover/8937429764_1.jpg,에세이,2021-02-15,0,51373
문학동네,"민간인 희생자 3만여 명, 소리 없이 묻혀진 죽음과 비극. 2021년 올해로 73주년을 맞은 제주4.3의 희생자 유품을 사진과 시, 인터뷰로 기록한 책이다. 제주4.3으로 가족을 잃은 유족들의 증언을 토대로 고현주 사진작가가 유품 사진을 찍고, 허은실 시인이 인터뷰를 기록하고 시를 썼다.",895467836X,한국에세이,"기억의 목소리 - 사물에 스민 제주4.3 이야기",국내도서,17500,"허은실 (글), 고현주 (사진)",https://image.aladin.co.kr/product/26818/10/cover/895467836x_1.jpg,에세이,2021-04-02,0,51371
마음산책,"삶을 예리하게 해부하는 문장의 소설가 천운영의 첫 산문집. 스페인에서 요리를 배운 천운영 작가가 서울 연남동에 스페인 가정식 식당 '돈키호테의 식탁'을 차리고 2년여 동안 운영했던 이야기와 직접 요리를 하며 만난 명사들의 인터뷰를 담았다.",8960906670,한국에세이,"쓰고 달콤한 직업 - 소설가의 모험, 돈키호테의 식탁",국내도서,15500,"천운영 (지은이)",https://image.aladin.co.kr/product/26676/45/cover/8960906670_1.jpg,에세이,2021-03-20,9,51371
알에이치코리아(RHK),"춤을 사랑하는 댄서이자, 사람들로부터 주목받는 상황을 선호하는 유튜버이며, 영상 보는 시간을 진정으로 즐기는 미디어 기업 대표이기도 하고, 술의 매력을 아는 칵테일 바 사장 및 옷에 미쳐 있는 의류 브랜드 사장인 허휘수의 첫 번째 에세이이다.",8925588935,한국에세이,"당연한 것을 당연하지 않게 - 유별난 여성이 아니라 온전한 내가 되기까지",국내도서,14000,"허휘수 (지은이)",https://image.aladin.co.kr/product/26700/45/cover/8925588935_1.jpg,에세이,2021-03-16,10,51371
창비,"&lt;네 눈동자 안의 지옥&gt;은 산후정신증을 겪은 저자 캐서린 조가 정신병원에 2주간 입원하며 겪은 일, 그리고 현실을 되찾기 위해 자신의 과거를 되짚는 내용을 솔직하게 담은 책이다. 캐서린 조는 이 생생한 회고로 주목받는 젊은 작가로 떠오르며 2021년 잘락 상 후보에 올랐다.",8936478656,외국에세이,"네 눈동자 안의 지옥 - 모성과 광기에 대하여",국내도서,16000,"캐서린 조 (지은이), 김수민 (옮긴이)",https://image.aladin.co.kr/product/26744/97/cover/8936478656_1.jpg,에세이,2021-03-25,9,51373
문학동네,"&lt;무례한 사람에게 웃으며 대처하는 법&gt; 작가 정문정 산문집. 성장하는 데 꼭 필요한 기본적인 매뉴얼조차 접할 기회가 없어 더 나은 삶을 꿈꿔볼 시도조차 못하는 이들을 위한 일과 생활의 요령이 담겨 있다.",8954677835,한국에세이,"더 좋은 곳으로 가자 - 능력에 요령을 더하면 멋지게 갈 수 있다",국내도서,14500,"정문정 (지은이)",https://image.aladin.co.kr/product/26602/23/cover/8954677835_1.jpg,에세이,2021-03-10,9,51371
세계사,"박완서가 우리 곁을 떠난 지 10년째 되는 해를 맞이하여 그녀의 산문 660여 편을 모두 꼼꼼히 살펴보고 그중 베스트 35편을 선별했다. 작품 선정에만 몇 개월이 걸린 이 책에는 박완서 에세이의 정수가 담겨 있다.",8933871551,한국에세이,"모래알만 한 진실이라도 - 박완서 작가 10주기 에세이 결정판",국내도서,16000,"박완서 (지은이)",https://image.aladin.co.kr/product/25964/44/cover/8933871551_3.jpg,에세이,2020-12-07,10,51371
라이프앤페이지,"전작 &lt;아무도 미워하지 않는 개의 죽음&gt;으로 국내 논픽션의 새로운 지평을 열었다는 평가를 받은 하재영 작가가 집에 관한 에세이로 돌아왔다. 일생에 걸쳐 지나온 집과 방이 자신에게 끼친 영향을 유려한 문장으로 풀어낸다.",K962735348,한국에세이,"친애하는 나의 집에게 - 지나온 집들에 관한 기록",국내도서,15000,"하재영 (지은이)",https://image.aladin.co.kr/product/25678/95/cover/k962735348_2.jpg,에세이,2020-12-08,10,51371
시대의창,"'근로자'가 아니라 차라리 '노가다꾼'이라고 불러달라는 한 청년이 있다. 그는 복잡한 머릿속을 정리한답시고 노가다 판에 호기롭게 뛰어들었다. 어느 새벽, 조심스레 인력사무소의 문을 두드린 그는 앞으로 맞닥뜨릴 새로운 세계를 직감했을까? 여기 그의 이야기가 펼쳐진다.",8959407569,한국에세이,"노가다 칸타빌레 - '가다' 없는 청년의 '간지' 폭발 노가다 판 이야기",국내도서,15000,"송주홍 (지은이)",https://image.aladin.co.kr/product/26645/43/cover/8959407569_1.jpg,에세이,2021-03-15,10,51371
웨일북,""오해하지 말고 들어," 아, 이건 불길한 대화의 전조다. 이 사람이 또 무슨 말을 하려고 그러나, 마음의 방어진을 단단히 쳐둔다. &lt;후회 방지 대화 사전&gt;은 흔히 건네는 대화 속에 숨은 인간의 삐딱하고 속 좁은 진심을 신랄하게 파헤친다.",K542738033,한국에세이,"후회 방지 대화 사전",국내도서,15000,"왕고래 (지은이)",https://image.aladin.co.kr/product/26566/10/cover/k542738033_1.jpg,에세이,2021-03-05,10,51371
복복서가,"가족에 의해 세상과 단절되었으나 삶에의 의지를 잃지 않고 끝끝내 자유를 향해 나아간 자신의 삶을 담은 프랑스 출생의 심리치료사 모드 쥘리앵의 에세이. 소설가 김영하는 "그 어떤 출구도 보이지 않는 곳에서, 철저히 혼자가 되어 갇혀 있다고 느끼는 모든 이들에게 이 책을 권하고 싶다"고 전했다.",K342736979,외국에세이,"완벽한 아이 - 무엇으로도 가둘 수 없었던 소녀의 이야기",국내도서,16000,"모드 쥘리앵 (지은이), 윤진 (옮긴이)",https://image.aladin.co.kr/product/25734/49/cover/k342736979_1.jpg,에세이,2020-12-04,9,51373
작가정신,""섬세한 서사의 결", "대체 불가능한 아름다운 문장", "깊고 천천한 시선". 2011년 등단 이후 세 권의 소설집을 비롯해 중편소설, 짧은소설, 번역서 등을 펴내며 활발한 행보를 보여준 백수린 작가의 첫 산문집.",K272735112,한국에세이,"다정한 매일매일 - 빵과 책을 굽는 마음",국내도서,14800,"백수린 (지은이)",https://image.aladin.co.kr/product/25606/55/cover/k272735112_1.jpg,에세이,2020-11-24,10,51371
상상출판,"여기, 계획도 세우기 전에 비행기 표부터 예약해 버리는 사람들이 있다. '여락이들'의 더티와 그래쓰는 23살에 과감히 회사를 그만두고 함께 여행을 떠난다. 시베리아, 인도, 이집트, 쿠바와 프랑스, 스위스, 포르투갈, 태국의 순간들을 재밌는 에피소드들로 꽉 채워 담은 책이다.",K342730798,한국에세이,"설레는 건 많을수록 좋아",국내도서,15000,"김옥선 (지은이)",https://image.aladin.co.kr/product/26802/30/cover/k342730798_1.jpg,에세이,2021-03-29,8,51371
카시오페아,"여성이 살아가면서 겪는 가장 보편적인 이야기로 공감을 끌며, 불쾌한 농담에 그저 웃으며 넘어갔던 사람들에게 반격할 기회와 용기를 전한다. 더 나아가 가스라이팅으로 추락한 자존감과 피폐해진 마음을 회복하고 삶을 한층 더 업그레이드시킬 수 있는 실용적인 방법까지 제시한다.",K932738835,한국에세이,"더 이상 웃어주지 않기로 했다 - 친절함과 상냥함이 여성의 디폴트가 아닌 세상을 위해",국내도서,14000,"최지미 (지은이)",https://image.aladin.co.kr/product/26549/68/cover/k932738835_1.jpg,에세이,2021-03-05,10,51371
뮤진트리,"존 디디온의 자전적 에세이. 남편과 딸 퀸타나 루와 함께 살았던 시절의 기억들로 풍성하게 직조된 &lt;푸른 밤&gt;은 그녀의 생각들, 두려움들, 그리고 모성과 질병과 노화에 대한 의심들을 대상으로 한 격렬하도록 개인적이며 감동적인 이야기다.",8994015523,외국에세이,"푸른 밤",국내도서,13000,"존 디디온 (지은이), 김재성 (옮긴이)",https://image.aladin.co.kr/product/2124/60/cover/8994015523_1.jpg,에세이,2012-11-28,8,51373
불광출판사,"“개 한 마리와 함께 있다면 스승은 필요하지 않다” 니체가 망치의 철학자라면 개는 전기톱을 가진 스승이다!
",897479893X,"철학 일반","우리가 알고 싶은 삶의 모든 답은 한 마리 개 안에 있다 - 젊은 철학도와 떠돌이 개 보바가 함께 한 14년",국내도서,16500,"디르크 그로서 (지은이), 추미란 (옮긴이)",https://image.aladin.co.kr/product/26549/63/cover/897479893x_1.jpg,인문학,2021-02-26,10,51440
꿈의지도,"암 환자 엄마와 tvN 예능 [꽃보다 할배] 방송작가 딸의 유쾌한 유럽 효도 여행기다. 더 늦기 전에 엄마와 단둘이 여행을 떠나야지, 마음먹게 만드는 책. "엄마, 나랑 같이 여행 갈래?" 그 쉽고도 어려운 말을 꺼낼 수 있게 용기를 북돋워 주는 책이다.",K212739336,유럽여행,"꽃보다 엄마",국내도서,14800,"김정미 (지은이)",https://image.aladin.co.kr/product/26652/16/cover/k212739336_1.jpg,여행,2021-03-29,10,50853
처음북스,"지안 에세이. 25년째 회사를 다니며 퇴직과 정년 사이를 고민하고, 누군가의 목덜미를 잡아채는 말주변도 없고, 숨소리마저 낮추며 있는 듯 없는 듯 사무실 복도를 지나다니지만 차마 누군가에게는 말할 수 없었던 저자의 유쾌한 넋두리를 책에 담았다.",K492739331,한국에세이,"제 코가 석 자입니다만",국내도서,14800,"지안 (지은이)",https://image.aladin.co.kr/product/26648/7/cover/k492739331_1.jpg,에세이,2021-03-11,10,51371
휴머니스트,"다양한 기록의 방법을 제안하는 실용 에세이. 매일 쓰는 사적인 일기부터 기획 아이디어나 글쓰기 글감을 위한 목적을 둔 기록까지 지금 스쳐가는 순간과 생각을 담는 방법을 제안한다. 이 책이 말하는 기록이란 지금을, 이 순간의 나를 수집하는 일. 기록을 통해 삶이 건네는 사소한 기쁨들을 알아채고, 내 인생의 순간들을 간직할 수 있도록 기록하는 사람이 되는 법을 이야기한다. 뿐만 아니라 실질적으로 기록해볼 수 있는 미션을 제공해 기록하는 사람이 되도록 안내한다.",K532738184,한국에세이,"기록하기로 했습니다. - 잊지 않으려고 시작한 매일의 습관,",국내도서,14000,"김신지 (지은이)",https://image.aladin.co.kr/product/25967/85/cover/k532738184_2.jpg,에세이,2021-02-09,10,51371
유유,"김훈의 &lt;라면을 끓이며&gt;, 요조·임경선의 &lt;여자로 살아가는 우리들에게&gt;, 이슬아의 &lt;부지런한 사랑&gt; 등 눈에 띄고 잘 팔리는 에세이를 꾸준히 만들어 온 이연실 편집자가 그간 자신이 맡은 원고를 치밀하게 뜯어보고 편집하며 배운 것들을 정리해서 책으로 엮어 냈다.",K692739366,한국에세이,"에세이 만드는 법 - 더 많은 독자를 상상하는 편집자의 모험",국내도서,10000,"이연실 (지은이)",https://image.aladin.co.kr/product/26574/20/cover/k692739366_1.jpg,에세이,2021-03-04,10,51371
해리북스,"'개인적인 것이 정치적이다.' &lt;내가 말하지 못한 모든 것&gt;은 페미니즘의 역사에서 가장 유명한 슬로건 중 하나인 이 말이 뜻하는 바의 정수를 보여주는 책이다. 2018년 페미니스트 두 명이 운영하는 아일랜드의 작은 독립 출판사에서 출간되어 입소문만으로 종합베스트셀러 1위에 올랐다.",K882739332,외국에세이,"내가 말하지 못한 모든 것",국내도서,15000,"에밀리 파인 (지은이), 안진희 (옮긴이)",https://image.aladin.co.kr/product/26651/17/cover/k882739332_1.jpg,에세이,2021-03-15,10,51373
위즈덤하우스,"이애경 에세이. 지친 하루를 위로하는 따뜻한 이야기로 많은 사랑을 받은 &lt;눈물을 그치는 타이밍&gt;의 작가 이애경이 들려주는 삶의 속도에 대한 스스로의 고백이자 다짐이며, 자신과 마찬가지로 삶의 속도를 잃어버린 채 힘겨워하는 사람들에게 건네는 위로이다.",K992632599,한국에세이,"보통의 속도로 걸어가는 법",국내도서,14500,"이애경 (지은이)",https://image.aladin.co.kr/product/24930/67/cover/k992632599_1.jpg,에세이,2020-08-24,8,51371
나무처럼(알펍),"아이비리그 출신의 엘리트 저널리스트 캐롤라인 냅이 20년간 술과의 격정적인 사랑 이야기를 솔직하고 담대하게, 섬세하고 화려하게 그려냈다. 캐롤라인 냅은 술 마시는 행위를 심리학적으로 깊이 파고들었고, 유난히 술에 집착하는 행위 이면에는 결핍과 갈망, 외로움이 자리하고 있음을 피력한다.",8992877447,외국에세이,"드링킹, 그 치명적 유혹 - 혼술에서 중독까지, 결핍과 갈망을 품은 술의 맨얼굴",국내도서,14500,"캐럴라인 냅 (지은이), 고정아 (옮긴이)",https://image.aladin.co.kr/product/11987/34/cover/8992877447_1.jpg,에세이,2017-11-10,9,51373
서해문집,"&lt;순례자의 책&gt;의 저자 김이경의 독서처방. 의사가 환자에게 약을 처방하듯, 매혹적인 독서가 '마녀'는 마음이 아픈 사람들에게 책을 처방한다. 사랑을 잃었을 때, 되는 일이 하나도 없다고 느껴질 때, 세상에 딴지 걸고 싶을 때, 사표 쓰고 싶을 때, 분노의 하이킥을 날리고 싶을 때, 슬픔이 목까지 차오를 때 등 '이럴 땐 이 책을!'",8974834405,책읽기/글쓰기,"마녀의 독서처방 - 매혹적인 독서가 마녀의 아주 특별한 冊 처방전",국내도서,12900,"김이경 (지은이)",https://image.aladin.co.kr/product/755/18/cover/8974834405_1.jpg,인문학,2010-08-20,8,51537
나무의철학,"출간 이후 전 세계 31개국에 출간되며 유럽에서 커다란 화제를 불러일으킨 에세이가 있다. 바로 나무의철학이 출간한 &lt;삶, 죽음, 그리고 세상에서 가장 신비로운 물고기&gt;이다. 인류에게 오랫동안 신비로움과 궁금증의 대상이었던 유럽 뱀장어를 소재로, 스웨덴의 신문기자가 담담하게 써내려간 인생 회고록이다.",K572737695,외국에세이,"삶, 죽음, 그리고 세상에서 가장 신비로운 물고기",국내도서,15000,"패트릭 스벤손 (지은이), 신승미 (옮긴이)",https://image.aladin.co.kr/product/25918/94/cover/k572737695_3.jpg,에세이,2021-01-10,10,51373
까치,"시인이자 작가인 메이 사튼의 정신과 육신의 삶에 관한 1년 동안의 일기. "나이를 더하는 것은 아름다운 것"이라고 말하는 그녀의 이 기록의 범위는 자연, 예술, 사랑, 페미니즘, 죽음, 우정 그리고 사회문제에 이르기까지 다양하다.",8972912557,외국에세이,"혼자 산다는 것 - 한 고독한 영혼의 시간여행",국내도서,13000,"메이 사튼 (지은이), 최승자 (옮긴이)",https://image.aladin.co.kr/product/21/62/cover/s032534348_1.jpg,에세이,1999-12-10,9,51373
마음산책,"뮤지션이자 작가, 제주의 동네 서점 '책방무사'의 대표인 요조의 산문집. 요조의 음악과 일상, 다방면의 예술가들, 인간관계, 달리기, 채식, 책방 운영에 이르기까지, 요조의 내면을 만들어온 다종다양한 이야기가 담겨 있는 산문집이다.",8960906603,명사에세이,"실패를 사랑하는 직업",국내도서,14000,"요조 (Yozoh) (지은이)",https://image.aladin.co.kr/product/26212/83/cover/8960906603_2.jpg,에세이,2021-01-30,9,52905
세미콜론,"좋아하는 음식으로 별명까지 생기기란 보통의 일은 아니다. 여기, '훠선생'이라 불리는 자가 있다. 바로 《얼루어》 매거진 피처 디렉터 허윤선 기자. 그리고 쉽게 예상할 수 있듯 '훠'는 그녀의 성인 '허'를 대신해 붙은 '훠궈'의 앞글자다.",K642739133,한국에세이,"훠궈 : 내가 사랑하는 빨강",국내도서,11200,"허윤선 (지은이)",https://image.aladin.co.kr/product/26620/87/cover/k642739133_1.jpg,에세이,2021-03-05,10,51371
읻다,"읻다의 ‘상응’ 두 번째 도서인《다자이 오사무 서한집》은 일본의 대작가인 다자이 오사무의 서한을 엮었다. 작가이기 전에 한 인간으로서 그의 일상이 기록되어 있으며, 대표 작품들의 탄생 비화도 함께 읽을 수 있다.",K382633814,외국에세이,"다자이 오사무 서한집",국내도서,22000,"다자이 오사무 (지은이), 정수윤 (옮긴이)",https://image.aladin.co.kr/product/24790/62/cover/k382633814_1.jpg,에세이,2020-11-01,8,51373
큐리어스(Qrious),"그동안 저자가 작물을 판매하면서, 또 농부들을 만나면서 배운 것을 사계절의 흐름에 따라 풀어둔 책이다. 이 책을 통해 전하고자 하는 것은 작은 한 알의 생명에도 대자연의 큰 이치가 담겨 있다는 사실이다.",K382738687,한국에세이,"계절을 팔고 있습니다 - 농산물 MD의 우리 작물 이야기 : #사계절 #힐링 #리틀포레스트",국내도서,12000,"전성배 (지은이)",https://image.aladin.co.kr/product/26294/59/cover/k382738687_1.jpg,에세이,2021-02-10,10,51371
효형출판,"30대 중반, 동티모르의 개발협력 NGO에서 일하던 저자는 새로운 인연을 만났다. 포르투갈 남자 알베르토와 결혼해 오래된 마을 알비토로 들어오게 된 것이다. 자연스레 포르투갈의 대가족과 함께 하는 나날이 이어진다.",8958721758,한국에세이,"느릿느릿 복작복작 - 포르투갈 오래된 집에 삽니다",국내도서,14000,"라정진 (지은이)",https://image.aladin.co.kr/product/26272/21/cover/8958721758_1.jpg,에세이,2021-01-30,10,51371
문학동네,""장소는 기억의 실체다." 우리는 대기를 느끼듯 장소를 느낀다. 일상의 장소가 건네는 따뜻한 추억과 빛나는 예감. 지독한 '장소 애호가'의 시선을 따라 지금, 내가 있는 곳을 새롭게 발견해나가는 아름다운 산문.",8954678564,한국에세이,"모든 장소의 기억",국내도서,13500,"박성진 (지은이)",https://image.aladin.co.kr/product/26855/16/cover/8954678564_1.jpg,에세이,2021-04-13,0,51371
